"deploy_id","date","argos_lc","lon","lat"
"160424_2016_165927",2016-10-18 00:00:00,"3",-69.33333,41.46667
"160424_2016_165927",2016-10-19 15:32:34,"B",-68.757,41.397
"160424_2016_165927",2016-10-19 15:34:49,"B",-68.7569,41.3973
"160424_2016_165927",2016-10-21 00:30:27,"B",-68.037,41.801
"160424_2016_165927",2016-10-21 00:30:49,"B",-68.037,41.8008
"160424_2016_165927",2016-10-21 02:36:44,"B",-67.825,41.796
"160424_2016_165927",2016-10-21 18:54:23,"B",-67.8181,41.7069
"160424_2016_165927",2016-10-21 21:14:42,"B",-67.58,41.639
"160424_2016_165927",2016-10-21 21:15:40,"B",-67.5799,41.6393
"160424_2016_165927",2016-10-21 22:20:07,"B",-67.4352,41.5896
"160424_2016_165927",2016-10-22 18:40:21,"0",-66.978,41.4185
"160424_2016_165927",2016-10-22 18:41:50,"0",-66.978,41.419
"160424_2016_165927",2016-10-23 09:29:46,"A",-66.867,41.095
"160424_2016_165927",2016-10-23 09:30:08,"A",-66.8669,41.0953
"160424_2016_165927",2016-10-23 10:49:21,"B",-66.8286,41.0978
"160424_2016_165927",2016-10-23 11:09:16,"0",-66.8396,41.0988
"160424_2016_165927",2016-10-23 11:09:50,"0",-66.84,41.099
"160424_2016_165927",2016-10-23 12:30:41,"B",-66.755,41.043
"160424_2016_165927",2016-10-23 12:43:36,"B",-66.7431,41.0367
"160424_2016_165927",2016-10-23 20:54:17,"A",-66.55,40.9113
"160424_2016_165927",2016-10-23 20:54:24,"A",-66.55,40.911
"160424_2016_165927",2016-10-24 00:46:06,"B",-66.4938,40.7906
"160424_2016_165927",2016-10-24 10:44:41,"1",-66.3704,40.575
"160424_2016_165927",2016-10-24 10:48:14,"2",-66.371,40.576
"160424_2016_165927",2016-10-24 10:48:41,"2",-66.3715,40.5764
"160424_2016_165927",2016-10-24 10:49:10,"1",-66.37,40.575
"160424_2016_165927",2016-10-24 14:43:17,"2",-66.3108,40.5345
"160424_2016_165927",2016-10-24 14:49:32,"2",-66.311,40.535
"160424_2016_165927",2016-10-24 18:12:43,"2",-66.1357,40.5032
"160424_2016_165927",2016-10-24 18:17:43,"2",-66.136,40.503
"160424_2016_165927",2016-10-24 19:56:58,"B",-66.0366,40.5047
"160424_2016_165927",2016-10-24 20:26:58,"B",-66.014,40.483
"160424_2016_165927",2016-10-25 18:00:02,"1",-65.696,39.89
"160424_2016_165927",2016-10-25 21:35:32,"2",-65.712,39.781
"160424_2016_165927",2016-10-26 00:53:06,"2",-65.745,39.658
"160424_2016_165927",2016-10-26 09:59:18,"B",-65.738,39.351
"160424_2016_165927",2016-10-26 17:50:00,"1",-66.109,38.967
"160424_2016_165927",2016-10-26 19:29:20,"A",-66.136,38.914
"160424_2016_165927",2016-10-26 22:51:05,"A",-66.164,38.815
"160424_2016_165927",2016-10-27 02:09:14,"2",-66.366,38.705
"160424_2016_165927",2016-10-27 20:46:32,"2",-66.569,38.406
"160424_2016_165927",2016-10-28 01:01:30,"A",-66.547,38.364
"160424_2016_165927",2016-10-28 08:15:39,"B",-66.671,38.198
"160424_2016_165927",2016-10-28 12:23:23,"A",-66.503,38.281
